u,v,weight
BEANT,NLROT,20346
BRMAN,BRSTS,48044
CNGLA,CNYPG,3730
CNLVS,CNWGQ,10210
CNNSA,CNNBO,174239
CNWGQ,CNMWN,45501
CNXIA,RUVLD,24336
CNYTN,CNJMN,3766
DEHAM,LTKLJ,18530
GTSTC,USMIA,13200
HKHKG,CNNBO,13931
IDBLN,MYPKE,21512
ITGOA,SGSGP,174009
JPKOB,CNQIN,13481
JPTOA,JPKOB,1438
JPYOK,GUAPR,21257
MACAS,ESALG,28632
MYPKE,INKKT,8006
MYPKE,TWKAO,241960
PKKAR,AEJAL,32937
THLCB,CNWGQ,34317
VNCHL,MYPKE,10901
VNCMP,SGSGP,79807
VNHPG,VNCMP,8272
